Date,SKU,Units_Sold,Revenue,Price,Promotion,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Margin_Percentage,Product_Age_Days,year,month,quarter,week,day_of_week,is_weekend,season,holiday,is_holiday,promotion_event,Snapshot_Date,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value
2024-01-01,SKU034,17,25808.38,1518.14,0,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,12.16686208123098,850,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,29.0,2.0,6.0,5.0,11.0,44777.16
2024-01-01,SKU035,27,293495.13,10870.19,0,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,89.53458955179255,484,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,23.0,18.0,5.0,5.0,10.0,134510.44
2024-01-01,SKU036,7,39809.0,5687.0,0,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,4.516968524705469,1390,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,25.0,16.0,6.0,6.0,12.0,37496.5
2024-01-01,SKU037,27,74180.34,2747.42,0,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,-41.98775578542778,516,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,32.0,1.0,4.0,5.0,10.0,180687.36
2024-01-01,SKU038,6,23694.6,3949.1,0,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,-17.25659010913879,550,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,23.0,21.0,8.0,7.0,15.0,73666.93
2024-01-01,SKU039,5,35594.75,7118.95,0,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,13.207144312012304,1156,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,17.0,25.0,14.0,6.0,20.0,51918.85
2024-01-01,SKU040,12,29406.72,2450.56,0,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,-110.9342354400627,766,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,22.0,0.0,4.0,5.0,10.0,25620.1
2024-01-01,SKU041,7,72357.11,10336.73,0,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,56.07663158465008,1279,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,23.0,8.0,9.0,5.0,14.0,130472.79
2024-01-01,SKU042,22,202374.26,9198.83,0,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,50.16909759175896,627,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,15.0,26.0,9.0,6.0,15.0,116416.8
2024-01-01,SKU043,21,183661.17,8745.77,0,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,70.20719730795572,690,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,17.0,2.0,13.0,5.0,18.0,63453.35
2024-01-01,SKU044,8,43298.24,5412.28,0,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,90.96794696504983,1071,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,27.0,6.0,13.0,5.0,18.0,26919.81
2024-01-01,SKU045,28,214949.84,7676.78,0,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,52.655149685154456,1386,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,16.0,6.0,3.0,7.0,10.0,29093.12
2024-01-01,SKU046,7,50228.78,7175.54,0,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,73.33956747506112,393,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,22.0,21.0,9.0,5.0,14.0,104256.9
2024-01-01,SKU047,21,166702.62,7938.22,0,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,56.9664232031866,970,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,23.0,11.0,4.0,7.0,11.0,140956.19
2024-01-01,SKU048,13,17934.15,1379.55,0,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,-397.5441267079845,478,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,15.0,10.0,8.0,5.0,13.0,53980.8
2024-01-01,SKU049,25,130584.25,5223.37,0,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,60.503850962118335,715,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,11.0,1.0,11.0,5.0,16.0,58149.41
2024-01-01,SKU050,3,2648.16,882.72,0,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,20.49007612833061,604,2024,1,Q1,1,Monday,0,Winter,,0,,2024-01-01,19.0,18.0,11.0,6.0,17.0,65977.69
2024-01-02,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,52.00802390797068,1362,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU002,12,45668.28,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,-1.6133736589159915,609,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU003,3,24234.69,8078.23,0,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,92.70285693772028,740,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,78.92989505317296,978,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU005,17,161384.74,9493.22,0,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,41.60432392802443,984,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU006,8,64848.32,8106.04,0,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,25.71082797518887,516,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU007,19,97167.71,5114.09,0,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,-51.506915208766365,1366,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU008,15,147639.6,9842.64,0,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,71.80482065787228,693,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU009,10,23368.9,2336.89,0,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,-33.55613657467831,1239,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU010,18,11942.28,663.46,0,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,-486.1785186748259,1357,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU011,1,1444.56,1444.56,0,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,-18.95663731516863,881,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU012,28,245822.36,8779.37,0,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,85.68359688679254,387,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU013,14,80608.92,5757.78,0,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,31.627988565037217,651,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU014,29,65851.75,2270.75,0,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,11.546845755807553,623,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU015,5,31060.6,6212.12,0,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,12.412187787743958,671,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU016,12,26001.84,2166.82,0,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,-67.89257990972945,596,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU017,8,67818.56,8477.32,0,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,20.92713263153921,896,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU018,20,111508.2,5575.41,0,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,-1.8230049449278167,1320,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU019,14,67477.9,4819.85,0,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,44.58665726111808,537,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU020,14,54565.56,3897.54,0,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,-71.90355968123482,965,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU021,5,38556.4,7711.28,0,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,15.87751968544781,910,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU022,14,64358.42,4597.03,0,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,29.237790486466263,1053,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU023,14,19834.36,1416.74,0,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,-75.37021612998856,1260,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU024,15,26533.05,1768.87,0,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,-213.15698722913496,441,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU025,2,23116.02,11558.01,0,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,88.46618059683284,601,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU026,13,142214.02,10939.54,0,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,83.55241628075768,752,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU027,13,110715.8,8516.6,0,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,96.3945706032924,1018,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU028,4,13936.36,3484.09,0,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,-82.21859940472261,555,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU029,13,151351.85,11642.45,0,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,53.59576377824254,861,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU030,6,56601.06,9433.51,0,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,39.417777688262376,973,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU031,20,174318.6,8715.93,0,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,27.71109910244805,965,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU032,5,28062.95,5612.59,0,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,32.17747955934782,1211,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU033,12,42696.0,3558.0,0,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,-30.908937605396293,1359,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU034,17,25808.38,1518.14,0,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,12.16686208123098,850,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU035,23,250014.37,10870.19,0,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,89.53458955179255,484,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU036,4,22748.0,5687.0,0,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,4.516968524705469,1390,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU037,19,52200.98,2747.42,0,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,-41.98775578542778,516,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU038,9,35541.9,3949.1,0,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,-17.25659010913879,550,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU039,1,7118.95,7118.95,0,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,13.207144312012304,1156,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU040,15,36758.4,2450.56,0,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,-110.9342354400627,766,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU041,14,144714.22,10336.73,0,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,56.07663158465008,1279,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU042,21,193175.43,9198.83,0,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,50.16909759175896,627,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU043,22,192406.94,8745.77,0,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,70.20719730795572,690,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU044,9,48710.52,5412.28,0,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,90.96794696504983,1071,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU045,23,176565.94,7676.78,0,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,52.655149685154456,1386,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU046,7,50228.78,7175.54,0,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,73.33956747506112,393,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU047,13,103196.86,7938.22,0,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,56.9664232031866,970,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU048,8,11036.4,1379.55,0,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,-397.5441267079845,478,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU049,28,146254.36,5223.37,0,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,60.503850962118335,715,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-02,SKU050,10,8827.2,882.72,0,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,20.49007612833061,604,2024,1,Q1,1,Tuesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,52.00802390797068,1362,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,-1.6133736589159915,609,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU003,3,24234.69,8078.23,0,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,92.70285693772028,740,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,78.92989505317296,978,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU005,17,161384.74,9493.22,0,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,41.60432392802443,984,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU006,4,32424.16,8106.04,0,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,25.71082797518887,516,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU007,26,132966.34,5114.09,0,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,-51.506915208766365,1366,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU008,14,137796.96,9842.64,0,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,71.80482065787228,693,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU009,10,23368.9,2336.89,0,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,-33.55613657467831,1239,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU010,17,11278.82,663.46,0,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,-486.1785186748259,1357,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU011,4,5778.24,1444.56,0,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,-18.95663731516863,881,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU012,31,272160.47,8779.37,0,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,85.68359688679254,387,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU013,11,63335.58,5757.78,0,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,31.627988565037217,651,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU014,20,45415.0,2270.75,0,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,11.546845755807553,623,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU015,4,24848.48,6212.12,0,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,12.412187787743958,671,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
2024-01-03,SKU016,11,23835.02,2166.82,0,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,-67.89257990972945,596,2024,1,Q1,1,Wednesday,0,Winter,,0,,,,,,,,
